ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	ALIGNMENT
404	1003_neg	NEG	Jingpho	Jingpho	n̩⁵⁵	n⁵⁵	n ⁵⁵	jing1260	1240	25.46	97.33		4 8	AT	N5	15	15.N.C 15.5.T	1.6 1.0	n⁵⁵	0	56	n - ⁵⁵
405	1003_neg	NEG	Miju	Deng (Kaman) [Miju]	mɑi⁵³	mɑi⁵³	m ɑi ⁵³	miju1243	1240	28.47	97.04		4 7 8	AXT	MA3	23	23.M.C 23.A.V 23.3.T	1.6 3.0 1.0	mɑi⁵³	0	53	m ɑi - ⁵³
406	1003_neg	NEG	DigaroMishmi	Deng(Darang) [Taraon]	m̩⁵⁵	m⁵⁵	m ⁵⁵	diga1241	1240	28.5	96.88		4 8	AT	M5	7	7.M.C 7.5.T	1.6 1.0	m⁵⁵	0	53	m - - ⁵⁵
407	1003_neg	NEG	IduMishmi	Lhoba (yidu) [Idu]	mi⁵⁵	mi⁵⁵	m i ⁵⁵	idum1241	1240	29.45	95.65		4 7 8	AXT	MI5	13	13.M.C 13.I.V 13.5.T	1.6 3.0 1.0	mi⁵⁵	0	53	m i - ⁵⁵
408	1003_neg	NEG	Bokar	Lhoba (Bokar) [Bokar]	moŋ	moŋ	m o ŋ	boka1249	1240	28.37	94.04		4 7 4	AXN	MUN	4	4.M.C 4.U.V 4.N.c	2.0 1.5 0.8	moŋ	0	53	m o ŋ -
409	1003_neg	NEG	Puroik	Luoba (Sulung) [Puroik]	ba³³	ba³³	b a ³³	puro1234	1240	27.32	92.38		1 7 8	AXT	PA4	31	31.P.C 31.A.V 31.4.T	1.6 3.0 1.0	ba³³	0	57	b a ³³
410	999_alleven	all / even	TibetanWritten	Tibetan (Written)	gaŋ ga	gaŋ_ga	g a ŋ + g a	clas1254	98	29.24	92.01		1 7 4 9 1 7	AXN_AX	KAN_KA	39	39.K.C 39.A.V 39.N.c 39._._ 39.K.C 39.A.V	2.0 1.5 0.8 0.0 2.0 1.5	gaŋ+ga	0	121 110	g a ŋ - + g - a - -
411	999_alleven	all / even	TibetanLhasa	Tibetan (Lhasa)	kaŋ¹⁵ ka⁵³	kaŋ¹⁵_ka⁵³	k a ŋ ¹⁵ + k a ⁵³	tibe1272	98	28.37	90.19		1 7 4 8 9 1 7 8	AXLT_AXT	KAN2_KA3	38	38.K.C 38.A.V 38.N.c 38.2.T 38._._ 38.K.C 38.A.V 38.3.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	kaŋ¹⁵+ka⁵³	0	121 110	k a ŋ ¹⁵ + k - a - ⁵³
412	999_alleven	all / even	TibetanDege	Tibetan (Dege)	tshɑŋ⁵⁵ ma⁵³	tshɑŋ⁵⁵_ma⁵³	tsʰ ɑ ŋ ⁵⁵ + m a ⁵³	kham1282	98	31.93	91.71		2 7 4 8 9 4 7 8	AXLT_AXT	CAN5_MA3	37	37.C.C 37.A.V 37.N.c 37.5.T 37._._ 37.M.C 37.A.V 37.3.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	tsʰɑŋ⁵⁵+ma⁵³	0	121 113	tsʰ ɑ ŋ ⁵⁵ + m a ⁵³
413	999_alleven	all / even	TibetanXiahe	Tibetan (Xiahe)	tshaŋ ma	tshaŋ_ma	tsʰ a ŋ + m a	amdo1237	98	34.52	100.48		2 7 4 9 4 7	AXN_AX	CAN_MA	40	40.C.C 40.A.V 40.N.c 40._._ 40.M.C 40.A.V	2.0 1.5 0.8 0.0 2.0 1.5	tsʰaŋ+ma	0	121 113	tsʰ a ŋ - + m a -
414	999_alleven	all / even	TibetanZeku	Tibetan (Zeku)	tshaŋ ma	tshaŋ_ma	tsʰ a ŋ + m a	amdo1237	98	34.52	100.48		2 7 4 9 4 7	AXN_AX	CAN_MA	41	41.C.C 41.A.V 41.N.c 41._._ 41.M.C 41.A.V	2.0 1.5 0.8 0.0 2.0 1.5	tsʰaŋ+ma	0	121 113	tsʰ a ŋ - + m a -
415	999_alleven	all / even	MenbaCuona	Menba (Cuona)	tshᴀŋ mᴀ⁵³	tshᴀŋ_mᴀ⁵³	tsʰ a ŋ + m a ⁵³		98				2 7 4 9 4 7 8	AXN_AXT	CAN_MA3	21	21.C.C 21.A.V 21.N.c 21._._ 21.M.C 21.A.V 21.3.T	1.6 3.0 0.5 0.0 1.6 3.0 1.0	tsʰaŋ+ma⁵³	0	121 113	tsʰ a ŋ - + m a ⁵³
416	999_alleven	all / even	QiangMawo	Qiang (Mawo)	kin di	kin_di	k i n + d i	nort2722	98	32.28	103.19		1 7 4 9 1 7	AXN_AX	KIN_TI	32	32.K.C 32.I.V 32.N.c 32._._ 32.T.C 32.I.V	2.0 1.5 0.8 0.0 2.0 1.5	kin+di	0	121 116	k i n - + d i - -
417	999_alleven	all / even	QiangTaoping	Qiang (Taoping)	zɑ²⁴¹	zɑ²⁴¹	z ɑ ²⁴¹	sout2728	98	31.54	103.38		3 7 8	AXT	SA6	33	33.S.C 33.A.V 33.6.T	1.6 3.0 1.0	zɑ²⁴¹	0	109	z ɑ - ²⁴¹
418	999_alleven	all / even	PumiTaoba	Pumi (Taoba)	liɛ³⁵ wa⁵³	liɛ³⁵_wa⁵³	l i ɛ ³⁵ + w a ⁵³	nort2723	98	28.66	101.31		5 7 7 8 9 6 7 8	AXYT_AXT	LIE2_WA3	30	30.L.C 30.I.V 30.E.V 30.2.T 30._._ 30.W.C 30.A.V 30.3.T	1.6 3.0 3.0 1.0 0.0 1.6 3.0 1.0	liɛ³⁵+wa⁵³	0	114 125	l i - ɛ ³⁵ + w a ⁵³
419	999_alleven	all / even	PumiQinghua	Pumi (Qinghua)	põ¹³ ni⁵⁵	põ¹³_ni⁵⁵	p õ ¹³ + n i ⁵⁵	sout2729	98	27.84	100.62		1 7 8 9 4 7 8	AXT_AXT	PU2_NI5	29	29.P.C 29.U.V 29.2.T 29._._ 29.N.C 29.I.V 29.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	põ¹³+ni⁵⁵	0	107 111	p - õ ¹³ + n i - ⁵⁵
420	999_alleven	all / even	rGyalrongSomo	rGyalrong (Somo)	kə tʃᴇt	kə_tʃᴇt	k ə + tʃ e̞ t	jiar1240	98	31.6	102.23		1 7 9 1 7 1	AX_AXN	KE_TET	34	34.K.C 34.E.V 34._._ 34.T.C 34.E.V 34.T.c	2.0 1.5 0.0 2.0 1.5 0.8	kə+tʃe̞t	0	110 126	k - ə - - + tʃ e̞ t -
421	999_alleven	all / even	Ergong	Ergong	ɛ ʁe lɔ	ɛ_ʁe_lɔ	ɛ + ʁ e + l ɔ	horp1239	98	31.1	101.72		7 9 5 7 9 5 7	X_AX_AX	E_RE_LU	8	8.E.V 8._._ 8.R.C 8.E.V 8._._ 8.L.C 8.U.V	1.5 0.0 2.0 1.5 0.0 2.0 1.5	ɛ+ʁe+lɔ	0	117 118 114	ɛ - + ʁ e - + l ɔ - - -
422	999_alleven	all / even	MuyaMinyak	Muya [Minyak]	me³³ me⁵⁵	me³³_me⁵⁵	m e ³³ + m e ⁵⁵	muya1239	98	29.82	102.2		4 7 8 9 4 7 8	AXT_AXT	ME4_ME5	25	25.M.C 25.E.V 25.4.T 25._._ 25.M.C 25.E.V 25.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	me³³+me⁵⁵	0	113 123	m e ³³ + m e ⁵⁵
423	999_alleven	all / even	ZhebaQueyu	Zhaba [Queyu]	rĩ³⁵ pa⁵⁵	rĩ³⁵_pa⁵⁵	r ĩ ³⁵ + p a ⁵⁵	quey1238	98	30.31	100.81		5 7 8 9 1 7 8	AXT_AXT	RI2_PA5	51	51.R.C 51.I.V 51.2.T 51._._ 51.P.C 51.A.V 51.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	rĩ³⁵+pa⁵⁵	0	118 107	r ĩ ³⁵ + p - a ⁵⁵
424	999_alleven	all / even	Guiqiong	Guiqiong	giɛ³³̃ dʐɿ⁵⁵	giɛ³³_dʐɿ⁵⁵	g i ɛ ³³ + ɖʐ ɿ ⁵⁵	guiq1238	98	30.48	102.13		1 7 7 8 9 2 7 8	AXYT_AXT	KIE4_CI5	10	10.K.C 10.I.V 10.E.V 10.4.T 10._._ 10.C.C 10.I.V 10.5.T	1.6 3.0 3.0 1.0 0.0 1.6 3.0 1.0	giɛ³³+ɖʐɿ⁵⁵	0	119 116	g i ɛ ³³ + ɖʐ ɿ - ⁵⁵
425	999_alleven	all / even	ErsuGanluo	Ersu (Ganluo)	ȵo³³ kuɑ³³	ȵo³³_kuɑ³³	ɲ o ³³ + k w ɑ ³³	ersu1241	98	29.29	102.21		4 7 8 9 1 6 7 8	AXT_ACXT	NU4_KWA4	9	9.N.C 9.U.V 9.4.T 9._._ 9.K.C 9.W.C 9.A.V 9.4.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	ɲo³³+kwɑ³³	0	111 110	ɲ o - ³³ + k w ɑ - ³³
426	999_alleven	all / even	Namuyi	Namuyi	a³³ kɛ³³ mu⁵⁵	a³³_kɛ³³_mu⁵⁵	a ³³ + k ɛ ³³ + m u ⁵⁵	namu1246	98	28.59	101.9		7 8 9 1 7 8 9 4 7 8	XT_AXT_AXT	A4_KE4_MY5	26	26.A.V 26.4.T 26._._ 26.K.C 26.E.V 26.4.T 26._._ 26.M.C 26.Y.V 26.5.T	3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0	a³³+kɛ³³+mu⁵⁵	0	117 110 123	a ³³ + k - ɛ - ³³ + m u ⁵⁵
427	999_alleven	all / even	ShixingXumi	Shixing [Xumi]	lɑ³³ wɑ⁵⁵	lɑ³³_wɑ⁵⁵	l ɑ ³³ + w ɑ ⁵⁵	shix1238	98	28.39	100.4		5 7 8 9 6 7 8	AXT_AXT	LA4_WA5	35	35.L.C 35.A.V 35.4.T 35._._ 35.W.C 35.A.V 35.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	lɑ³³+wɑ⁵⁵	0	114 125	l ɑ - - ³³ + w ɑ ⁵⁵
428	999_alleven	all / even	YiXide	Yi (Xide)	dʑɿ³³ kɯ⁴⁴	dʑɿ³³_kɯ⁴⁴	dʑ ɿ ³³ + k ɯ ⁴⁴	sich1238	98	28.19	102.12		2 7 8 9 1 7 8	AXT_AXT	CI4_KI5	48	48.C.C 48.I.V 48.4.T 48._._ 48.K.C 48.I.V 48.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	dʑɿ³³+kɯ⁴⁴	0	116 110	dʑ ɿ - ³³ + k - ɯ - ⁴⁴
429	999_alleven	all / even	YiDafang	Yi (Dafang)	kho²¹	kho²¹	kʰ o ²¹	wusa1235	98	25.77	102.37		1 7 8	AXT	KU3	44	44.K.C 44.U.V 44.3.T	1.6 3.0 1.0	kʰo²¹	0	110	kʰ - o - ²¹
430	999_alleven	all / even	YiNanjian	Yi (Nanjian)	li⁵⁵	li⁵⁵	l i ⁵⁵	xish1235	98	24.87	100.71		5 7 8	AXT	LI5	47	47.L.C 47.I.V 47.5.T	1.6 3.0 1.0	li⁵⁵	0	114	l i - - ⁵⁵
431	999_alleven	all / even	YiNanhua	Yi (Nanhua)	le⁵⁵	le⁵⁵	l e ⁵⁵	lolo1259	98	25.5	101.3		5 7 8	AXT	LE5	46	46.L.C 46.E.V 46.5.T	1.6 3.0 1.0	le⁵⁵	0	114	l e - - ⁵⁵
432	999_alleven	all / even	YiMile	Yi (Mile)	fu⁵⁵	fu⁵⁵	f u ⁵⁵		98				3 7 8	AXT	BY5	45	45.B.C 45.Y.V 45.5.T	1.6 3.0 1.0	fu⁵⁵	0	107	f - u ⁵⁵
433	999_alleven	all / even	MojiangYi	Yi (Mojiang)	ʑi⁵⁵ tsõ²¹; kho⁵⁵ dzᴀ²¹	ʑi⁵⁵_tsõ²¹	ʑ i ⁵⁵ + ts õ ²¹	yuan1242	98				3 7 8 9 2 7 8	AXT_AXT	SI5_CU3	24	24.S.C 24.I.V 24.5.T 24._._ 24.C.C 24.U.V 24.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʑi⁵⁵+tsõ²¹	0	109 120	ʑ i - ⁵⁵ + ts õ ²¹
434	999_alleven	all / even	Liso	Lisu	ɑ³¹ dʒɿ³¹	ɑ³¹_dʒɿ³¹	ɑ ³¹ + dʒ ɿ ³¹	lisu1250	98	26.91	98.94		7 8 9 1 7 8	XT_AXT	A3_TI3	20	20.A.V 20.3.T 20._._ 20.T.C 20.I.V 20.3.T	3.0 1.0 0.0 1.6 3.0 1.0	ɑ³¹+dʒɿ³¹	0	117 116	ɑ ³¹ + dʒ ɿ - ³¹
435	999_alleven	all / even	LijangNaxi	Naxi (Lijiang)	be³³	be³³	b e ³³	naxi1246	98	27.46	100.18		1 7 8	AXT	PE4	19	19.P.C 19.E.V 19.4.T	1.6 3.0 1.0	be³³	0	107	b - e ³³
436	999_alleven	all / even	YongningNaxi	Naxi (Yongning)	dɿ³³ tɑ³³ ʑi³³	dɿ³³_tɑ³³_ʑi³³	d ɿ ³³ + t ɑ ³³ + ʑ i ³³	naxi1246	98	27.46	100.18		1 7 8 9 1 7 8 9 3 7 8	AXT_AXT_AXT	TI4_TA4_SI4	49	49.T.C 49.I.V 49.4.T 49._._ 49.T.C 49.A.V 49.4.T 49._._ 49.S.C 49.I.V 49.4.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0	dɿ³³+tɑ³³+ʑi³³	0	116 120 109	d ɿ - ³³ + t ɑ ³³ + ʑ i - ³³
437	999_alleven	all / even	BikaHani	Hani (Bika)	kha⁵⁵ ŋɤ⁵⁵ kɤ⁵⁵	kha⁵⁵_ŋɤ⁵⁵_kɤ⁵⁵	kʰ a ⁵⁵ + ŋ ɤ ⁵⁵ + k ɤ ⁵⁵		98				1 7 8 9 4 7 8 9 1 7 8	AXT_AXT_AXT	KA5_NE5_KE5	3	3.K.C 3.A.V 3.5.T 3._._ 3.N.C 3.E.V 3.5.T 3._._ 3.K.C 3.E.V 3.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0	kʰa⁵⁵+ŋɤ⁵⁵+kɤ⁵⁵	0	110 111 112	kʰ - a - ⁵⁵ + ŋ ɤ - ⁵⁵ + k ɤ ⁵⁵
438	999_alleven	all / even	HayaHani	Hani (Haya)	sa³¹ ne³³	sa³¹_ne³³	s a ³¹ + n e ³³		98				3 7 8 9 4 7 8	AXT_AXT	SA3_NE4	12	12.S.C 12.A.V 12.3.T 12._._ 12.N.C 12.E.V 12.4.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	sa³¹+ne³³	0	109 111	s a - ³¹ + n e - ³³
439	999_alleven	all / even	HaobaiHani	Hani (Haobai)	tɕi⁵⁵	tɕi⁵⁵	tɕ i ⁵⁵		98				2 7 8	AXT	CI5	11	11.C.C 11.I.V 11.5.T	1.6 3.0 1.0	tɕi⁵⁵	0	116	tɕ i - ⁵⁵
440	999_alleven	all / even	Lahu	Lahu	kᴀ³¹	kᴀ³¹	k a ³¹	lahu1253	98	21.27	100.21		1 7 8	AXT	KA3	17	17.K.C 17.A.V 17.3.T	1.6 3.0 1.0	ka³¹	0	110	k - a - ³¹
441	999_alleven	all / even	Jinou	Jinuo	tu⁴⁴	tu⁴⁴	t u ⁴⁴	youl1235	98	22.05	101.06		1 7 8	AXT	TY5	16	16.T.C 16.Y.V 16.5.T	1.6 3.0 1.0	tu⁴⁴	0	116	t u - ⁴⁴
442	999_alleven	all / even	DaliBai	Bai (Dali)	ji³⁵ sou³¹	ji³⁵_sou³¹	j i ³⁵ + s o u ³¹	sout2730	98	25.52	100.29		6 7 8 9 3 7 7 8	AXT_AXYT	JI2_SUY3	5	5.J.C 5.I.V 5.2.T 5._._ 5.S.C 5.U.V 5.Y.V 5.3.T	1.6 3.0 1.0 0.0 1.6 3.0 3.0 1.0	ji³⁵+sou³¹	0	115 109	j i - ³⁵ + s o u ³¹
443	999_alleven	all / even	JianchuanBai	Bai (Jianchuan)	tsɑ³⁵ kɛ²¹̃ tsi³³	tsɑ³⁵_kɛ²¹_tsi³³	ts ɑ ³⁵ + k ɛ ²¹ + ts i ³³	cent2004	98	26.17	99.71		2 7 8 9 1 7 8 9 2 7 8	AXT_AXT_AXT	CA2_KE3_CI4	14	14.C.C 14.A.V 14.2.T 14._._ 14.K.C 14.E.V 14.3.T 14._._ 14.C.C 14.I.V 14.4.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0	tsɑ³⁵+kɛ²¹+tsi³³	0	120 110 116	ts ɑ ³⁵ + k - ɛ - ²¹ + ts i - ³³
444	999_alleven	all / even	BijangBai	Bai (Bijiang)	ɣo²¹	ɣo²¹	ɣ o ²¹	nort2724	98	26.93	99.66		3 7 8	AXT	GU3	2	2.G.C 2.U.V 2.3.T	1.6 3.0 1.0	ɣo²¹	0	109	ɣ o - ²¹
445	999_alleven	all / even	Tuja	Tujia	xu³⁵ ȵi⁵⁵	xu³⁵_ȵi⁵⁵	x u ³⁵ + ȵ i ⁵⁵	nort2732	98	29.3	109.76		3 7 8 9 4 7 8	AXT_AXT	GY2_NI5	42	42.G.C 42.Y.V 42.2.T 42._._ 42.N.C 42.I.V 42.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	xu³⁵+ȵi⁵⁵	0	109 111	x u - ³⁵ + ȵ i - ⁵⁵
446	999_alleven	all / even	WrittenBurmese	Burmese (Written)	ɑ³ luṁ³	ɑ³_luṁ³	ɑ ³ + l ũ ³	nucl1310	98	20.79	93.97		7 8 9 5 7 8	XT_AXT	A6_LY6	43	43.A.V 43.6.T 43._._ 43.L.C 43.Y.V 43.6.T	3.0 1.0 0.0 1.6 3.0 1.0	ɑ³+lũ³	0	117 114	ɑ ³ + l ũ - - ³
447	999_alleven	all / even	SpokenBurmese	Burmese (Rangoon)	ɑ⁵⁵ lõ⁵⁵	ɑ⁵⁵_lõ⁵⁵	ɑ ⁵⁵ + l õ ⁵⁵	nucl1310	98	20.79	93.97		7 8 9 5 7 8	XT_AXT	A5_LU5	36	36.A.V 36.5.T 36._._ 36.L.C 36.U.V 36.5.T	3.0 1.0 0.0 1.6 3.0 1.0	ɑ⁵⁵+lõ⁵⁵	0	117 114	ɑ ⁵⁵ + l õ - - ⁵⁵
448	999_alleven	all / even	Achang	Achang (Longchuan)	pʐa³¹ pʐa³¹	pʐa³¹_pʐa³¹	p ʐ a ³¹ + p ʐ a ³¹	acha1249	98	24.35	97.74		1 3 7 8 9 1 3 7 8	ACXT_ACXT	PSA3_PSA3	1	1.P.C 1.S.C 1.A.V 1.3.T 1._._ 1.P.C 1.S.C 1.A.V 1.3.T	1.6 1.2 3.0 1.0 0.0 1.6 1.2 3.0 1.0	pʐa³¹+pʐa³¹	0	107 108	p ʐ a ³¹ + p ʐ a ³¹
449	999_alleven	all / even	Zaiwa	Zaiwa [Atsi]	tʃa̱t⁵⁵	tʃat⁵⁵	tʃ a t ⁵⁵	zaiw1241	98	24.17	98.36		1 7 1 8	AXLT	TAT5	50	50.T.C 50.A.V 50.T.c 50.5.T	1.6 3.0 1.1 1.0	tʃat⁵⁵	0	126	tʃ a t ⁵⁵
450	999_alleven	all / even	LhaoVo	Langsu [Maru]	lɔ̱⁵⁵̃	lɔ⁵⁵	l ɔ ⁵⁵	maru1249	98	24.94	99.83		5 7 8	AXT	LU5	18	18.L.C 18.U.V 18.5.T	1.6 3.0 1.0	lɔ⁵⁵	0	114	l ɔ - - ⁵⁵
451	999_alleven	all / even	Nung	Nu (Fugong) [Anong]	ɑ³¹ ʔɖɑŋ⁵⁵	ɑ³¹_ʔɖɑŋ⁵⁵	ɑ ³¹ + ʔ ɖ ɑ ŋ ⁵⁵	nung1282	98	27.29	98.73		7 8 9 1 1 7 4 8	XT_ACYLT	A3_HTAN5	27	27.A.V 27.3.T 27._._ 27.H.C 27.T.C 27.A.V 27.N.c 27.5.T	3.0 1.0 0.0 1.6 1.2 3.0 1.1 1.0	ɑ³¹+ʔɖɑŋ⁵⁵	0	117 124	ɑ ³¹ + ʔ ɖ ɑ ŋ ⁵⁵
452	999_alleven	all / even	Nusu	Nu (Bijiang) [Nusu]	ɑ³¹ dʑi³¹	ɑ³¹_dʑi³¹	ɑ ³¹ + dʑ i ³¹	nusu1239	98	26.73	98.88		7 8 9 2 7 8	XT_AXT	A3_CI3	28	28.A.V 28.3.T 28._._ 28.C.C 28.I.V 28.3.T	3.0 1.0 0.0 1.6 3.0 1.0	ɑ³¹+dʑi³¹	0	117 116	ɑ ³¹ + dʑ i - ³¹
453	999_alleven	all / even	Derung	Trung	sɯ³¹ nɑ̆ʔ⁵⁵	sɯ³¹_nɑʔ⁵⁵	s ɯ ³¹ + n ɑ ʔ ⁵⁵	drun1238	98	28.01	98.49		3 7 8 9 4 7 1 8	AXT_AXLT	SI3_NAH5	6	6.S.C 6.I.V 6.3.T 6._._ 6.N.C 6.A.V 6.H.c 6.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	sɯ³¹+nɑʔ⁵⁵	0	109 111	s ɯ - ³¹ + n ɑ ʔ ⁵⁵
454	999_alleven	all / even	Jingpho	Jingpho	joŋ³¹	joŋ³¹	j o ŋ ³¹	jing1260	98	25.46	97.33		6 7 4 8	AXLT	JUN3	15	15.J.C 15.U.V 15.N.c 15.3.T	1.6 3.0 1.1 1.0	joŋ³¹	0	115	j o ŋ ³¹
455	999_alleven	all / even	Miju	Deng (Kaman) [Miju]	kɯm⁵⁵ blui⁵⁵	kɯm⁵⁵_blui⁵⁵	k ɯ m ⁵⁵ + b l w i ⁵⁵	miju1243	98	28.47	97.04		1 7 4 8 9 1 5 6 7 8	AXLT_ACCXT	KIM5_PLWI5	23	23.K.C 23.I.V 23.M.c 23.5.T 23._._ 23.P.C 23.L.C 23.W.C 23.I.V 23.5.T	1.6 3.0 1.1 1.0 0.0 1.6 1.2 1.2 3.0 1.0	kɯm⁵⁵+blwi⁵⁵	0	110 122	k - ɯ m ⁵⁵ + b l w i ⁵⁵
456	999_alleven	all / even	DigaroMishmi	Deng(Darang) [Taraon]	kɑ³¹ diɯ³⁵	kɑ³¹_diɯ³⁵	k ɑ ³¹ + d i ɯ ³⁵	diga1241	98	28.5	96.88		1 7 8 9 1 7 7 8	AXT_AXYT	KA3_TII2	7	7.K.C 7.A.V 7.3.T 7._._ 7.T.C 7.I.V 7.I.V 7.2.T	1.6 3.0 1.0 0.0 1.6 3.0 3.0 1.0	kɑ³¹+diɯ³⁵	0	110 116	k - ɑ - ³¹ + d i ɯ ³⁵
457	999_alleven	all / even	IduMishmi	Lhoba (yidu) [Idu]	ke⁵⁵ bɑ⁵⁵	ke⁵⁵_bɑ⁵⁵	k e ⁵⁵ + b ɑ ⁵⁵	idum1241	98	29.45	95.65		1 7 8 9 1 7 8	AXT_AXT	KE5_PA5	13	13.K.C 13.E.V 13.5.T 13._._ 13.P.C 13.A.V 13.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ke⁵⁵+bɑ⁵⁵	0	110 107	k - e - ⁵⁵ + b - ɑ ⁵⁵
458	999_alleven	all / even	Bokar	Lhoba (Bokar) [Bokar]	mɯ liŋ	mɯ_liŋ	m ɯ + l i ŋ	boka1249	98	28.37	94.04		4 7 9 5 7 4	AX_AXN	MI_LIN	4	4.M.C 4.I.V 4._._ 4.L.C 4.I.V 4.N.c	2.0 1.5 0.0 2.0 1.5 0.8	mɯ+liŋ	0	113 114	m ɯ - + l i ŋ - -
459	999_alleven	all / even	Puroik	Luoba (Sulung) [Puroik]	mə³³ ləŋ³³	mə³³_ləŋ³³	m ə ³³ + l ə ŋ ³³	puro1234	98	27.32	92.38		4 7 8 9 5 7 4 8	AXT_AXLT	ME4_LEN4	31	31.M.C 31.E.V 31.4.T 31._._ 31.L.C 31.E.V 31.N.c 31.4.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	mə³³+ləŋ³³	0	113 114	m ə ³³ + l ə ŋ - ³³
3768	472_ashes	ashes	TibetanWritten	Tibetan (Written)	go thal	go_thal	g o + tʰ a l	clas1254	646	29.24	92.01		1 7 9 1 7 5	AX_AXN	KU_TAL	39	39.K.C 39.U.V 39._._ 39.T.C 39.A.V 39.L.c	2.0 1.5 0.0 2.0 1.5 0.8	go+tʰal	0	202 213	g o - + tʰ a l -
3769	472_ashes	ashes	TibetanLhasa	Tibetan (Lhasa)	kho¹³ thɛ⁵⁵	kho¹³_thɛ⁵⁵	kʰ o ¹³ + tʰ ɛ ⁵⁵	tibe1272	646	28.37	90.19		1 7 8 9 1 7 8	AXT_AXT	KU2_TE5	38	38.K.C 38.U.V 38.2.T 38._._ 38.T.C 38.E.V 38.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	kʰo¹³+tʰɛ⁵⁵	0	202 213	kʰ o ¹³ + tʰ ɛ - ⁵⁵
3770	472_ashes	ashes	TibetanDege	Tibetan (Dege)	ko¹³ the⁵³	ko¹³_the⁵³	k o ¹³ + tʰ e ⁵³	kham1282	646	31.93	91.71		1 7 8 9 1 7 8	AXT_AXT	KU2_TE3	37	37.K.C 37.U.V 37.2.T 37._._ 37.T.C 37.E.V 37.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ko¹³+tʰe⁵³	0	202 213	k o ¹³ + tʰ e - ⁵³
3771	472_ashes	ashes	TibetanXiahe	Tibetan (Xiahe)	tha	tha	tʰ a	amdo1237	646	34.52	100.48		1 7	AX	TA	40	40.T.C 40.A.V	2.0 1.5	tʰa	0	213	tʰ a - -
3772	472_ashes	ashes	TibetanZeku	Tibetan (Zeku)	rdu	rdu	r d u	amdo1237	646	34.52	100.48		5 1 7	ACZ	RTY	41	41.R.C 41.T.C 41.Y.V	2.0 1.5 0.8	rdu	0	205	r d u -
3773	472_ashes	ashes	MenbaCuona	Menba (Cuona)	plᴀ¹³	plᴀ¹³	p l a ¹³		646				1 5 7 8	ACXT	PLA2	21	21.P.C 21.L.C 21.A.V 21.2.T	1.6 1.2 3.0 1.0	pla¹³	0	206	p l a ¹³
3774	472_ashes	ashes	MenbaMotuo	Menba (Motuo)	thu lu	thu_lu	tʰ u + l u		646				1 7 9 5 7	AX_AX	TY_LY	22	22.T.C 22.Y.V 22._._ 22.L.C 22.Y.V	2.0 1.5 0.0 2.0 1.5	tʰu+lu	0	213 203	tʰ u - - + l u - - -
3775	472_ashes	ashes	QiangMawo	Qiang (Mawo)	tɕi ɕi buʐ	tɕi_ɕi_buʐ	tɕ i + ɕ i + b u ʐ	nort2722	646	32.28	103.19		2 7 9 3 7 9 1 7 3	AX_AX_AXN	CI_SI_PYS	32	32.C.C 32.I.V 32._._ 32.S.C 32.I.V 32._._ 32.P.C 32.Y.V 32.S.c	2.0 1.5 0.0 2.0 1.5 0.0 2.0 1.5 0.8	tɕi+ɕi+buʐ	0	210 201 207	tɕ i - + ɕ i - - + b u ʐ -
3776	472_ashes	ashes	QiangTaoping	Qiang (Taoping)	mə³³ bʐi²⁴¹	mə³³_bʐi²⁴¹	m ə ³³ + b ʐ i ²⁴¹	sout2728	646	31.54	103.38		4 7 8 9 1 3 7 8	AXT_ACXT	ME4_PSI6	33	33.M.C 33.E.V 33.4.T 33._._ 33.P.C 33.S.C 33.I.V 33.6.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	mə³³+bʐi²⁴¹	0	204 208	m ə - ³³ + b ʐ i ²⁴¹
